Name;Type(s);Height;Weight;Abilities;Sprite Link;Official Art Link;Total Base Stats;Habitat;Color;Is Legendary;Is Mythical;HP;Attack;Defense;Special Attack;Special Defense;Speed;No Damage From;Quarter Damage From;Half Damage From;Normal Damage From;Double Damage From;Quadruple Damage From
rapidash;fire;1.7 m;95 kg;run-away or flash-fire or flame-body;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/78.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/78.png;500;grassland;yellow;false;false;65;100;70;80;80;105;;;bug,steel,fire,grass,ice,fairy;;ground,rock,water;
slowpoke;water,psychic;1.2 m;36 kg;oblivious or own-tempo or regenerator;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/79.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/79.png;315;waters-edge;pink;false;false;90;65;65;40;40;15;;;steel,fire,water,ice,fighting,psychic;;grass,electric,bug,ghost,dark;
slowbro;water,psychic;1.6 m;78.5 kg;oblivious or own-tempo or regenerator;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/80.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/80.png;490;waters-edge;pink;false;false;95;75;110;100;80;30;;;steel,fire,water,ice,fighting,psychic;;grass,electric,bug,ghost,dark;
magnemite;electric,steel;0.3 m;6 kg;magnet-pull or sturdy or analytic;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/81.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/81.png;325;rough-terrain;gray;false;false;25;35;70;95;55;45;poison;flying,steel;electric,normal,rock,bug,grass,psychic,ice,dragon,fairy;;fighting,fire;ground
magneton;electric,steel;1 m;60 kg;magnet-pull or sturdy or analytic;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/82.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/82.png;465;rough-terrain;gray;false;false;50;60;95;120;70;70;poison;flying,steel;electric,normal,rock,bug,grass,psychic,ice,dragon,fairy;;fighting,fire;ground
farfetchd;normal,flying;0.8 m;15 kg;keen-eye or inner-focus or defiant;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/83.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/83.png;377;grassland;brown;false;false;52;90;55;58;62;60;ghost,ground;;bug,grass;fighting;rock,electric,ice;
doduo;normal,flying;1.4 m;39.2 kg;run-away or early-bird or tangled-feet;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/84.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/84.png;310;grassland;brown;false;false;35;85;45;35;35;75;ghost,ground;;bug,grass;fighting;rock,electric,ice;
dodrio;normal,flying;1.8 m;85.2 kg;run-away or early-bird or tangled-feet;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/85.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/85.png;470;grassland;brown;false;false;60;110;70;60;60;110;ghost,ground;;bug,grass;fighting;rock,electric,ice;
seel;water;1.1 m;90 kg;thick-fat or hydration or ice-body;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/86.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/86.png;325;sea;white;false;false;65;45;55;45;70;45;;;steel,fire,water,ice;;grass,electric;
dewgong;water,ice;1.7 m;120 kg;thick-fat or hydration or ice-body;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/87.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/87.png;475;sea;white;false;false;90;70;80;70;95;70;;ice;water;steel,fire;grass,electric,fighting,rock;
grimer;poison;0.9 m;30 kg;stench or sticky-hold or poison-touch;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/88.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/88.png;325;urban;purple;false;false;80;80;50;40;50;25;;;fighting,poison,bug,grass,fairy;;ground,psychic;
muk;poison;1.2 m;30 kg;stench or sticky-hold or poison-touch;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/89.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/89.png;500;urban;purple;false;false;105;105;75;65;100;50;;;fighting,poison,bug,grass,fairy;;ground,psychic;
shellder;water;0.3 m;4 kg;shell-armor or skill-link or overcoat;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/90.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/90.png;305;sea;purple;false;false;30;65;100;45;25;40;;;steel,fire,water,ice;;grass,electric;
cloyster;water,ice;1.5 m;132.5 kg;shell-armor or skill-link or overcoat;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/91.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/91.png;525;sea;purple;false;false;50;95;180;85;45;70;;ice;water;steel,fire;grass,electric,fighting,rock;
gastly;ghost,poison;1.3 m;0.1 kg;levitate;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/92.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/92.png;310;cave;purple;false;false;30;35;30;100;35;80;normal;poison,bug;fighting,grass,fairy;;ghost,dark,ground,psychic;
haunter;ghost,poison;1.6 m;0.1 kg;levitate;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/93.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/93.png;405;cave;purple;false;false;45;50;45;115;55;95;normal;poison,bug;fighting,grass,fairy;;ghost,dark,ground,psychic;
gengar;ghost,poison;1.5 m;40.5 kg;cursed-body;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/94.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/94.png;500;cave;purple;false;false;60;65;60;130;75;110;normal;poison,bug;fighting,grass,fairy;;ghost,dark,ground,psychic;
onix;rock,ground;8.8 m;210 kg;rock-head or sturdy or weak-armor;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/95.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/95.png;385;cave;gray;false;false;35;45;160;30;45;70;electric;poison;normal,flying,fire,rock;;fighting,ground,steel,ice;water,grass
drowzee;psychic;1 m;32.4 kg;insomnia or forewarn or inner-focus;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/96.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/96.png;328;grassland;yellow;false;false;60;48;45;43;90;42;;;fighting,psychic;;bug,ghost,dark;
hypno;psychic;1.6 m;75.6 kg;insomnia or forewarn or inner-focus;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/97.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/97.png;483;grassland;yellow;false;false;85;73;70;73;115;67;;;fighting,psychic;;bug,ghost,dark;
krabby;water;0.4 m;6.5 kg;hyper-cutter or shell-armor or sheer-force;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/98.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/98.png;325;waters-edge;red;false;false;30;105;90;25;25;50;;;steel,fire,water,ice;;grass,electric;
kingler;water;1.3 m;60 kg;hyper-cutter or shell-armor or sheer-force;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/99.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/99.png;475;waters-edge;red;false;false;55;130;115;50;50;75;;;steel,fire,water,ice;;grass,electric;
voltorb;electric;0.5 m;10.4 kg;soundproof or static or aftermath;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/100.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/100.png;330;urban;red;false;false;40;30;50;55;55;100;;;flying,steel,electric;;ground;
electrode;electric;1.2 m;66.6 kg;soundproof or static or aftermath;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/101.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/101.png;490;urban;red;false;false;60;50;70;80;80;150;;;flying,steel,electric;;ground;
exeggcute;grass,psychic;0.4 m;2.5 kg;chlorophyll or harvest;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/102.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/102.png;325;forest;pink;false;false;60;40;80;60;45;40;;;ground,water,grass,electric,fighting,psychic;;flying,poison,fire,ice,ghost,dark;bug
exeggutor;grass,psychic;2 m;120 kg;chlorophyll or harvest;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/103.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/103.png;530;forest;yellow;false;false;95;95;85;125;75;55;;;ground,water,grass,electric,fighting,psychic;;flying,poison,fire,ice,ghost,dark;bug
cubone;ground;0.4 m;6.5 kg;rock-head or lightning-rod or battle-armor;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/104.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/104.png;320;mountain;brown;false;false;50;50;95;40;50;35;electric;;poison,rock;;water,grass,ice;
marowak;ground;1 m;45 kg;rock-head or lightning-rod or battle-armor;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/105.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/105.png;425;mountain;brown;false;false;60;80;110;50;80;45;electric;;poison,rock;;water,grass,ice;
hitmonlee;fighting;1.5 m;49.8 kg;limber or reckless or unburden;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/106.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/106.png;455;urban;brown;false;false;50;120;53;35;110;87;;;rock,bug,dark;;flying,psychic,fairy;
hitmonchan;fighting;1.4 m;50.2 kg;keen-eye or iron-fist or inner-focus;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/107.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/107.png;455;urban;brown;false;false;50;105;79;35;110;76;;;rock,bug,dark;;flying,psychic,fairy;
lickitung;normal;1.2 m;65.5 kg;own-tempo or oblivious or cloud-nine;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/108.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/108.png;385;grassland;pink;false;false;90;55;75;60;75;30;ghost;;;;fighting;
koffing;poison;0.6 m;1 kg;levitate or neutralizing-gas or stench;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/109.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/109.png;340;urban;purple;false;false;40;65;95;60;45;35;;;fighting,poison,bug,grass,fairy;;ground,psychic;
weezing;poison;1.2 m;9.5 kg;levitate or neutralizing-gas or stench;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/110.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/110.png;490;urban;purple;false;false;65;90;120;85;70;60;;;fighting,poison,bug,grass,fairy;;ground,psychic;
rhyhorn;ground,rock;1 m;115 kg;lightning-rod or rock-head or reckless;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/111.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/111.png;345;rough-terrain;gray;false;false;80;85;95;30;30;25;electric;poison;rock,normal,flying,fire;;ice,fighting,ground,steel;water,grass
rhydon;ground,rock;1.9 m;120 kg;lightning-rod or rock-head or reckless;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/112.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/112.png;485;rough-terrain;gray;false;false;105;130;120;45;45;40;electric;poison;rock,normal,flying,fire;;ice,fighting,ground,steel;water,grass
chansey;normal;1.1 m;34.6 kg;natural-cure or serene-grace or healer;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/113.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/113.png;450;urban;pink;false;false;250;5;5;35;105;50;ghost;;;;fighting;
tangela;grass;1 m;35 kg;chlorophyll or leaf-guard or regenerator;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/114.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/114.png;435;grassland;blue;false;false;65;55;115;100;40;60;;;ground,water,grass,electric;;flying,poison,bug,fire,ice;
kangaskhan;normal;2.2 m;80 kg;early-bird or scrappy or inner-focus;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/115.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/115.png;490;grassland;brown;false;false;105;95;80;40;80;90;ghost;;;;fighting;
horsea;water;0.4 m;8 kg;swift-swim or sniper or damp;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/116.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/116.png;295;sea;blue;false;false;30;40;70;70;25;60;;;steel,fire,water,ice;;grass,electric;
seadra;water;1.2 m;25 kg;poison-point or sniper or damp;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/117.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/117.png;440;sea;blue;false;false;55;65;95;95;45;85;;;steel,fire,water,ice;;grass,electric;
goldeen;water;0.6 m;15 kg;swift-swim or water-veil or lightning-rod;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/118.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/118.png;320;waters-edge;red;false;false;45;67;60;35;50;63;;;steel,fire,water,ice;;grass,electric;
seaking;water;1.3 m;39 kg;swift-swim or water-veil or lightning-rod;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/119.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/119.png;450;waters-edge;red;false;false;80;92;65;65;80;68;;;steel,fire,water,ice;;grass,electric;
staryu;water;0.8 m;34.5 kg;illuminate or natural-cure or analytic;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/120.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/120.png;340;sea;brown;false;false;30;45;55;70;55;85;;;steel,fire,water,ice;;grass,electric;
starmie;water,psychic;1.1 m;80 kg;illuminate or natural-cure or analytic;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/121.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/121.png;520;sea;purple;false;false;60;75;85;100;85;115;;;steel,fire,water,ice,fighting,psychic;;grass,electric,bug,ghost,dark;
mr-mime;psychic,fairy;1.3 m;54.5 kg;soundproof or filter or technician;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/122.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/122.png;460;urban;pink;false;false;40;45;65;100;120;90;dragon;fighting;psychic;bug,dark;ghost,poison,steel;
scyther;bug,flying;1.5 m;56 kg;swarm or technician or steadfast;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/123.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/123.png;500;grassland;green;false;false;70;110;80;55;80;105;ground;fighting,grass;bug;;flying,fire,electric,ice;rock
jynx;ice,psychic;1.4 m;40.6 kg;oblivious or forewarn or dry-skin;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/124.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/124.png;455;urban;red;false;false;65;50;35;115;95;95;;;ice,psychic;fighting;rock,steel,fire,bug,ghost,dark;
electabuzz;electric;1.1 m;30 kg;static or vital-spirit;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/125.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/125.png;490;grassland;yellow;false;false;65;83;57;95;85;105;;;flying,steel,electric;;ground;
magmar;fire;1.3 m;44.5 kg;flame-body or vital-spirit;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/126.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/126.png;495;mountain;red;false;false;65;95;57;100;85;93;;;bug,steel,fire,grass,ice,fairy;;ground,rock,water;
pinsir;bug;1.5 m;55 kg;hyper-cutter or mold-breaker or moxie;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/127.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/127.png;500;forest;brown;false;false;65;125;100;55;70;85;;;fighting,ground,grass;;flying,rock,fire;
tauros;normal;1.4 m;88.4 kg;intimidate or anger-point or sheer-force;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/128.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/128.png;490;grassland;brown;false;false;75;100;95;40;70;110;ghost;;;;fighting;
magikarp;water;0.9 m;10 kg;swift-swim or rattled;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/129.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/129.png;200;waters-edge;red;false;false;20;10;55;15;20;80;;;steel,fire,water,ice;;grass,electric;
